Timestamp,Candle_Timestamp,Profile,Signal_Type,Votes,Threshold,ADX_Value,ADX_Threshold,Cooldown_Remaining,Blocked_Reason,Status
2026-06-17 22:52:37,2026-06-17 17:29:00,Scalper,BUY,2,2,8.25,5,0,Blocked because volatility too low (ATR 37.58),BLOCKED_VOLATILITY
2026-06-17 22:53:08,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:53:08,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:53:08,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,1,Blocked because cooldown active (1 candles left),BLOCKED_COOLDOWN
2026-06-17 22:53:08,2026-06-17 17:29:00,Scalper,BUY,2,2,8.25,5,0,Blocked because volatility too low (ATR 37.58),BLOCKED_VOLATILITY
2026-06-17 22:53:40,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:53:40,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:53:40,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,0,,EXECUTED
2026-06-17 22:53:40,2026-06-17 17:30:00,Scalper,BUY,2,2,8.26,5,0,Blocked because volatility too low (ATR 35.97),BLOCKED_VOLATILITY
2026-06-17 22:54:12,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:54:12,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:54:12,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,3,Blocked because cooldown active (3 candles left),BLOCKED_COOLDOWN
2026-06-17 22:54:12,2026-06-17 17:30:00,Scalper,BUY,2,2,8.26,5,0,Blocked because volatility too low (ATR 35.97),BLOCKED_VOLATILITY
2026-06-17 22:54:43,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:54:43,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:54:44,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,2,Blocked because cooldown active (2 candles left),BLOCKED_COOLDOWN
2026-06-17 22:54:44,2026-06-17 17:31:00,Scalper,SELL,2,2,7.86,5,0,Blocked because volatility too low (ATR 36.25),BLOCKED_VOLATILITY
2026-06-17 22:55:15,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:55:15,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:55:15,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,1,Blocked because cooldown active (1 candles left),BLOCKED_COOLDOWN
2026-06-17 22:55:15,2026-06-17 17:31:00,Scalper,SELL,2,2,7.86,5,0,Blocked because volatility too low (ATR 36.25),BLOCKED_VOLATILITY
2026-06-17 22:55:47,2026-06-17 17:25:00,Conservative,BUY,2,4,40.32,20,0,Blocked because consensus votes = 2 and threshold = 4,BLOCKED_CONSENSUS
2026-06-17 22:55:47,2026-06-17 17:25:00,Balanced,BUY,2,3,40.32,15,0,Blocked because consensus votes = 2 and threshold = 3,BLOCKED_CONSENSUS
2026-06-17 22:55:47,2026-06-17 17:25:00,Aggressive,BUY,2,2,40.32,10,0,,EXECUTED
2026-06-17 22:55:47,2026-06-17 17:32:00,Scalper,BUY,2,2,7.48,5,0,Blocked because volatility too low (ATR 35.81),BLOCKED_VOLATILITY
