Timestamp,Signal
21:28,HOLD
21:29,HOLD
21:29,HOLD
21:30,SELL
21:30,HOLD
21:31,HOLD
21:31,HOLD
21:32,HOLD
21:32,HOLD
21:33,HOLD
21:33,HOLD
21:34,HOLD
21:34,HOLD
21:35,HOLD
21:35,HOLD
21:36,HOLD
21:36,HOLD
21:37,HOLD
21:38,HOLD
21:38,HOLD
