Timestamp,Action,Entry Price,Exit Price,Quantity,Profit/Loss,Profit %,Trade Duration,Signal Reason
2026-06-18 17:46:39,SELL,1743.98,1750.6,1.433503,-9.4898,-0.38,15 min,Balanced Signal
