Timestamp,Action,Price,Quantity,Balance,PnL,Reason
2026-06-18 15:41:09,SELL,71.28,35.072951739618404,5000,0.0,Aggressive Signal
2026-06-18 15:51:11,CLOSE,71.2,35.072951739618404,5002.8058,2.8058,Aggressive Signal
2026-06-18 16:06:16,SELL,71.2,35.132063456033485,5002.8058,0.0,Aggressive Signal
2026-06-18 16:11:18,CLOSE,71.2,35.132063456033485,5002.8058,0.0,Aggressive Signal
2026-06-18 16:26:24,SELL,71.48,34.99444485268025,5002.8058,0.0,Aggressive Signal
2026-06-18 16:46:30,CLOSE,70.88,34.99444485268025,5023.8025,20.9967,Take Profit (ATR)
2026-06-18 16:56:33,SELL,71.18,35.28942471937888,5023.8025,0.0,Aggressive Signal
2026-06-18 17:31:42,CLOSE,71.0,35.28942471937888,5030.1546,6.3521,Aggressive Signal
2026-06-18 17:46:45,SELL,71.27,35.289424719378886,5030.1546,0.0,Aggressive Signal
2026-06-18 18:11:05,CLOSE,71.53,35.289424719378886,5020.9793,-9.1753,Stop Loss (ATR)
2026-06-18 18:11:50,CLOSE,71.54,35.289424719378886,5020.6265,-9.5281,Stop Loss (ATR)
2026-06-18 18:21:54,SELL,71.57,35.07493680890062,5020.6265,0.0,Aggressive Signal
2026-06-18 18:23:21,CLOSE,71.6,35.289424719378886,5018.5091,-11.6455,Stop Loss (ATR)
2026-06-18 18:36:58,CLOSE,71.6,35.07493680890062,5019.5742,-1.0522,Aggressive Signal
2026-06-18 18:50:33,BUY,71.58,34.92595697122101,5000,0.0,Consensus
2026-06-18 18:52:03,BUY,71.68,35.013770973226606,5019.5742,0.0,Aggressive Signal
2026-06-18 18:57:04,CLOSE,71.39,35.013770973226606,5009.4202,-10.154,Stop Loss (ATR)
2026-06-18 19:05:37,CLOSE,70.95,34.92595697122101,4977.9966,-22.0034,Consensus
2026-06-18 19:07:08,SELL,70.86,35.34730604811975,5009.4202,0.0,Aggressive Signal
2026-06-18 19:12:09,CLOSE,71.16,35.34730604811975,4998.816,-10.6042,Aggressive Signal
