Timestamp,Action,Entry Price,Exit Price,Quantity,Profit/Loss,Profit %,Trade Duration,Signal Reason
2026-06-18 19:05:37,BUY,71.58,70.95,34.925957,-22.0034,-0.88,15 min,Consensus
