Timestamp,Action,Price,Quantity,Balance,PnL,Reason
2026-06-18 15:46:00,SELL,71.16,35.13209668353007,5000,0.0,Balanced Signal
2026-06-18 16:26:14,CLOSE,71.48,35.13209668353007,4988.7577,-11.2423,Stop Loss (ATR)
2026-06-18 16:36:17,SELL,71.08,35.09255577561388,4988.7577,0.0,Balanced Signal
2026-06-18 16:51:23,CLOSE,71.09,35.09255577561388,4988.4068,-0.3509,Stop Loss (ATR)
2026-06-18 17:01:27,SELL,71.02,35.11973249439252,4988.4068,0.0,Balanced Signal
2026-06-18 17:41:39,CLOSE,71.03,35.11973249439252,4988.0556,-0.3512,Stop Loss (ATR)
2026-06-18 18:16:49,SELL,71.46,34.9010327888229,4988.0556,0.0,Balanced Signal
